Date,Location,precipitation_mm,soil_moisture,temp_2m,sea_level_pressure
2010-01-01,Swat,0.0,0.26279272061581277,277.3780690551449,101712.60894326254
2010-01-02,Swat,0.18424585435855817,0.25950689168731605,279.0915530084145,101849.52506505145
2010-01-03,Swat,0.25082550211805493,0.28386568788230826,275.6005712960719,102042.61690928605
2010-01-04,Swat,0.0,0.2895938646221289,276.722593519004,101736.23627697154
2010-01-05,Swat,0.0,0.28251859670330287,277.93902815227915,101397.99725807524
2010-01-06,Swat,0.0,0.27606351971941434,278.3670959402467,101556.6602524866
2010-01-07,Swat,0.0,0.2703343144558345,278.1180773902828,101852.73643681803
2010-01-08,Swat,0.0,0.2650307671564028,277.294872651565,101863.83734779168
2010-01-09,Swat,0.0,0.2602371050046241,277.13102941193915,101794.42947226351
2010-01-10,Swat,0.0,0.25576178694913176,277.05379478219254,101847.69383189603
2010-01-11,Swat,0.0,0.251487976375222,277.36327125812903,101827.96777018109
2010-01-12,Swat,0.06328452220642766,0.24777324647327198,277.86402623952154,101661.05662589222
2010-01-13,Swat,0.0,0.24455114057096022,276.9209711585342,101934.56339256078
2010-01-14,Swat,1.5156913324131647,0.2414960822613256,276.74535464710453,102340.7521159433
2010-01-15,Swat,0.0,0.23811117876976529,279.1338445335217,102315.21628983007
2010-01-16,Swat,2.443830739261609,0.2350830417865109,280.8536131480505,102266.5452411254
2010-01-17,Swat,1.2209583253692047,0.23182624670262464,280.27323778762855,102204.52592802046
2010-01-18,Swat,0.0,0.22843838288627655,278.8412450727442,102132.54503979965
2010-01-19,Swat,0.26470074768940755,0.22521621721144144,278.4683428034094,101998.67223339008
2010-01-20,Swat,0.5655574067771488,0.22211937906055987,279.63033048441264,102088.94333793981
2010-01-21,Swat,0.0,0.21860903885315988,280.62538677464073,101890.0441950411
2010-01-22,Swat,1.3716975740289752,0.22465647599546504,279.38194015103863,101887.11817819446
2010-01-23,Swat,2.161046871960986E-5,0.23123261868533668,280.99383893767805,101906.34179668529
2010-01-24,Swat,0.3419760606427765,0.24088717995610787,279.6735226436256,101835.21701824469
2010-01-25,Swat,0.0,0.24516019428343738,279.10580227633756,102004.52980480512
2010-01-26,Swat,2.195813426882208,0.2404150680175946,280.5515204385811,101948.50080479697
2010-01-27,Swat,3.2751298108126026,0.2509054977242613,279.2476617301896,101977.7421609431
2010-01-28,Swat,26.039539795640607,0.35904868646033217,277.39192360989927,101900.24327304016
2010-01-29,Swat,3.6194477133476264,0.40460504895785293,275.26016927335826,102092.32497334208
2010-01-30,Swat,1.1494692776541147,0.3799321237821142,277.6239539031397,101975.73568285834
2010-01-31,Swat,0.0,0.37221374753772785,278.2521940606528,101735.33899102427
2010-02-01,Swat,0.0,0.3683250447664255,276.53209812404646,101861.02358166533
2010-02-02,Swat,0.0,0.3628364168703687,275.19252004599434,101923.18473000087
2010-02-03,Swat,0.0,0.3591994741153451,277.09209972121727,101905.34091171205
2010-02-04,Swat,1.1978476556747815,0.35627307130486996,278.6499670235481,101931.51927794878
2010-02-05,Swat,11.585684552514238,0.375337997256712,277.3195912726704,102141.22844094974
2010-02-06,Swat,31.70331031377943,0.4080278511726183,278.4383160125346,102065.2538519982
2010-02-07,Swat,34.34849583277128,0.42846823962810976,278.150464198925,101749.02395801299
2010-02-08,Swat,26.208573090856053,0.43038699736191666,277.53775271743444,100520.06359919792
2010-02-09,Swat,0.008992635365144393,0.4198798975018854,274.79373301562487,101199.35269331308
2010-02-10,Swat,0.8528324897694728,0.4047676673324449,276.2300357934278,102104.84575769272
2010-02-11,Swat,7.19179374161533,0.397810093282396,277.7637883545848,101978.39878906113
2010-02-12,Swat,5.802462442845373,0.4062898451586223,276.2622526587003,102064.51345695465
2010-02-13,Swat,9.240353749389527,0.40195042077906873,276.6362136278004,101899.07748637254
2010-02-14,Swat,7.785116230774994,0.41519203358107554,275.1964115155087,101611.2773494407
2010-02-15,Swat,19.5255986934937,0.4165273362147098,272.92400064972344,101790.40688432773
2010-02-16,Swat,0.0,0.40591799098686077,274.2094055833687,102089.81359110445
2010-02-17,Swat,0.0,0.39990647624608133,275.37461147950296,102067.2673008595
2010-02-18,Swat,0.2067677181927698,0.3991166277133575,276.1672166690985,101680.03380046284
2010-02-19,Swat,0.0,0.3998954493887277,277.6962424995807,101822.2119767554
2010-02-20,Swat,0.038039518740275245,0.40117977460173954,280.8141075169965,101825.69141927539
2010-02-21,Swat,3.3758250238471725,0.40102865914465785,282.68721679574617,101669.51182156264
2010-02-22,Swat,2.0088297066195624,0.39964417273950875,282.75729685637475,101513.63345492122
2010-02-23,Swat,2.2133996434640713,0.39847838603207614,281.68437723790447,101341.85781801357
2010-02-24,Swat,3.533769409416244,0.40859765584624697,280.74758987416845,101432.83462837692
2010-02-25,Swat,11.556850641550025,0.42328962501230205,279.4761335284275,101726.02695134186
2010-02-26,Swat,7.690171865713147,0.4223865530768664,280.4824186390711,101776.97498325651
2010-02-27,Swat,9.745139055027613,0.41690441529540107,281.64658743816443,101716.36507282125
2010-02-28,Swat,12.684145079499137,0.4266865895452518,282.1750748924646,101388.70479554811
2010-03-01,Swat,4.927780148673409,0.4209313410803497,279.4184419686564,101626.52748323626
2010-03-02,Swat,3.9478781266057923,0.4003023431646576,281.44301339765866,101586.25862412585
2010-03-03,Swat,9.086070951482597,0.39714205032587835,280.78169019231984,101261.839411886
2010-03-04,Swat,0.0,0.4106142532147909,279.63962108772125,101305.48305272513
2010-03-05,Swat,0.0,0.39361438454622166,280.43874573334244,101518.08827930246
2010-03-06,Swat,3.475257932894735,0.38663945942179606,281.032955379643,101492.04786341822
2010-03-07,Swat,0.0,0.38036277170224553,281.474291453469,101746.02147963262
2010-03-08,Swat,0.0,0.3688897938454425,282.5220068186552,101687.62899186394
2010-03-09,Swat,4.591355686478885,0.3593335840836795,283.05353637680554,101872.45420143499
2010-03-10,Swat,2.8038730412319297,0.3504228876682326,283.33192877780965,101882.12776924019
2010-03-11,Swat,0.0,0.3422381210372428,283.9457905551468,101910.2838566115
2010-03-12,Swat,0.0,0.3369568651429805,284.0114137452205,101884.37747989778
2010-03-13,Swat,0.0,0.3321910775082015,283.95224039802093,101617.66495227869
2010-03-14,Swat,0.07118588819327488,0.3242289622097279,285.31277685692186,101279.59436991112
2010-03-15,Swat,0.0,0.3150018346451552,286.5075996761842,101282.36722467947
2010-03-16,Swat,0.0,0.30624181749556556,286.6286571425541,101602.39073350339
2010-03-17,Swat,0.0,0.2977478047062096,286.7282430009561,101942.8244176729
