Date,Location,NDVI_Mean
2012-05-24,Quetta,0.149094725559678
2012-06-09,Quetta,0.14282335696384738
2012-06-25,Quetta,0.13423593149292662
2012-07-11,Quetta,0.12918053106318353
2012-07-27,Quetta,0.12472141387750858
2012-08-12,Quetta,0.1273263953024098
2012-08-28,Quetta,0.12320641642256977
2012-09-13,Quetta,0.13101864381567743
2012-09-29,Quetta,0.1309428162107734
2012-10-15,Quetta,0.12759177319873952
2012-10-31,Quetta,0.12615083373675723
2012-11-16,Quetta,0.12779366803492162
2012-12-02,Quetta,0.12355620491021348
2012-12-18,Quetta,0.1233042542149876
2013-01-01,Quetta,0.11565288912281692
2013-01-17,Quetta,0.11622851212964767
2013-02-02,Quetta,0.11979280820134236
2013-02-18,Quetta,0.12449571834735795
2013-03-06,Quetta,0.13497635521566864
2013-03-22,Quetta,0.1663149779292473
2013-04-07,Quetta,0.18647131800348404
2013-04-23,Quetta,0.19351008633434658
2013-05-09,Quetta,0.18371040805247002
2013-05-25,Quetta,0.164367901771341
2013-06-10,Quetta,0.14943566111254922
2013-06-26,Quetta,0.138701396170404
2013-07-12,Quetta,0.1368024308207754
2013-07-28,Quetta,0.13486683441333008
2013-08-13,Quetta,0.1345891512164396
2013-08-29,Quetta,0.1363898924655651
2013-09-14,Quetta,0.1328711887278061
2013-09-30,Quetta,0.12983876455987062
2013-10-16,Quetta,0.1267348237259591
2013-11-01,Quetta,0.1314752979153325
2013-11-17,Quetta,0.1332072484291313
2013-12-03,Quetta,0.12511397687676284
2013-12-19,Quetta,0.121493819903704
2014-01-01,Quetta,0.12381937458005371
2014-01-17,Quetta,0.1177822088002741
2014-02-02,Quetta,0.11182056709323453
2014-02-18,Quetta,0.11426363600135565
2014-03-06,Quetta,0.12873193510229922
2014-03-22,Quetta,0.13609793571365655
2014-04-07,Quetta,0.15938369490597157
2014-04-23,Quetta,0.1682220726514606
2014-05-09,Quetta,0.16535137036727135
2014-05-25,Quetta,0.1482575841087422
2014-06-10,Quetta,0.1371672923992011
2014-06-26,Quetta,0.12778309650213587
2014-07-12,Quetta,0.12284754919116536
2014-07-28,Quetta,0.12163358985871826
2014-08-13,Quetta,0.11982108738427866
2014-08-29,Quetta,0.11859911396880057
2014-09-14,Quetta,0.11890090130043988
2014-09-30,Quetta,0.11796853091010046
2014-10-16,Quetta,0.12008822059083422
2014-11-01,Quetta,0.12097475853720911
2014-11-17,Quetta,0.11678030405373416
2014-12-03,Quetta,0.11451723113857755
2014-12-19,Quetta,0.11368926510438818
2015-01-01,Quetta,0.11194007813803926
2015-01-17,Quetta,0.11138993415798949
2015-02-02,Quetta,0.10957575314230085
2015-02-18,Quetta,0.11479079211303765
2015-03-06,Quetta,0.11746334465918057
2015-03-22,Quetta,0.13254049550809643
2015-04-07,Quetta,0.1443856582323834
2015-04-23,Quetta,0.15281811782325616
2015-05-09,Quetta,0.1437321522021824
2015-05-25,Quetta,0.13371439617513917
2015-06-10,Quetta,0.12226382598114953
2015-06-26,Quetta,0.11971995568489499
2015-07-12,Quetta,0.11656787683620423
2015-07-28,Quetta,0.12288214431131636
2015-08-13,Quetta,0.12027917529401277
2015-08-29,Quetta,0.11832804330980749
2015-09-14,Quetta,0.11574368059983181
2015-09-30,Quetta,0.11651727997342268
2015-10-16,Quetta,0.122071014520771
2015-11-01,Quetta,0.1235887554642008
2015-11-17,Quetta,0.12101339979800195
2015-12-03,Quetta,0.11285060407360104
2015-12-19,Quetta,0.11204727444812584
2016-01-01,Quetta,0.11612278674230983
2016-01-17,Quetta,0.1163323502291782
2016-02-02,Quetta,0.11457951467515741
2016-02-18,Quetta,0.12325269626951382
2016-03-05,Quetta,0.13271145276369675
2016-03-21,Quetta,0.1411654128289777
2016-04-06,Quetta,0.16766479213880323
2016-04-22,Quetta,0.16093463802893732
2016-05-08,Quetta,0.14340844087540322
2016-05-24,Quetta,0.1343883017322458
2016-06-09,Quetta,0.12696220128371724
2016-06-25,Quetta,0.12717307514156156
2016-07-11,Quetta,0.11919306353409781
2016-07-27,Quetta,0.12171257362178094
2016-08-12,Quetta,0.12060765982160351
2016-08-28,Quetta,0.12166899647742854
2016-09-13,Quetta,0.12051606047717585
2016-09-29,Quetta,0.11851636415716042
2016-10-15,Quetta,0.11718208651072236
2016-10-31,Quetta,0.11540063086479328
2016-11-16,Quetta,0.11369646831158146
2016-12-02,Quetta,0.11528699613413318
2016-12-18,Quetta,0.11406133519159672
2017-01-01,Quetta,0.112342403104139
2017-01-17,Quetta,0.09949196253570448
2017-02-02,Quetta,0.11415910920918812
2017-02-18,Quetta,0.12601005896055179
2017-03-06,Quetta,0.13789548097985543
2017-03-22,Quetta,0.16198810870141572
2017-04-07,Quetta,0.17888029007613152
2017-04-23,Quetta,0.1787880290431217
2017-05-09,Quetta,0.16225865722708607
2017-05-25,Quetta,0.1481491466996405
2017-06-10,Quetta,0.14107406668423716
2017-06-26,Quetta,0.13411212455258745
2017-07-12,Quetta,0.13046657736836464
2017-07-28,Quetta,0.12554167533346763
2017-08-13,Quetta,0.12354462884521884
2017-08-29,Quetta,0.12712628143011345
2017-09-14,Quetta,0.12627721709666578
2017-09-30,Quetta,0.1243233098916078
2017-10-16,Quetta,0.12333619749417575
2017-11-01,Quetta,0.12141902339447079
2017-11-17,Quetta,0.12321108803069108
2017-12-03,Quetta,0.1148818186868977
2017-12-19,Quetta,0.12088714345440109
2018-01-01,Quetta,0.11955135448525525
2018-01-17,Quetta,0.11200082182074134
2018-02-02,Quetta,0.11089029825895892
2018-02-18,Quetta,0.1140130480995632
2018-03-06,Quetta,0.12240072439980473
2018-03-22,Quetta,0.1365711537945593
2018-04-07,Quetta,0.14818088836160284
2018-04-23,Quetta,0.13719819484600226
2018-05-09,Quetta,0.13131333852289281
2018-05-25,Quetta,0.12701892320888558
2018-06-10,Quetta,0.11909310949839302
2018-06-26,Quetta,0.1147648065396343
2018-07-12,Quetta,0.1111885510633728
2018-07-28,Quetta,0.11128337504971221
2018-08-13,Quetta,0.10486140076288834
2018-08-29,Quetta,0.10877106837593245
2018-09-14,Quetta,0.1089475515431374
2018-09-30,Quetta,0.10888393877319094
2018-10-16,Quetta,0.10852512321587533
2018-11-01,Quetta,0.11028645241213834
2018-11-17,Quetta,0.1102768539618413
2018-12-03,Quetta,0.11374782144592263
2018-12-19,Quetta,0.10836992059823788
