Date,Location,NDVI_Mean
2010-01-01,Islamabad,0.270572261739223
2010-01-17,Islamabad,0.257067484245408
2010-02-02,Islamabad,0.26997187688527985
2010-02-18,Islamabad,0.33550797361999224
2010-03-06,Islamabad,0.3924364282457501
2010-03-22,Islamabad,0.42014567699214433
2010-04-07,Islamabad,0.381426451522876
2010-04-23,Islamabad,0.3271169771886353
2010-05-09,Islamabad,0.3062087925478831
2010-05-25,Islamabad,0.2715863251380716
2010-06-10,Islamabad,0.27671994743313805
2010-06-26,Islamabad,0.2748908947996137
2010-07-12,Islamabad,0.32811986502456203
2010-07-28,Islamabad,0.4672722291327047
2010-08-13,Islamabad,0.5149264716912426
2010-08-29,Islamabad,0.5395371669766422
2010-09-14,Islamabad,0.50526138825961
2010-09-30,Islamabad,0.43643018763123026
2010-10-16,Islamabad,0.4022810705793699
2010-11-01,Islamabad,0.3756281323245179
2010-11-17,Islamabad,0.3646032252229818
2010-12-03,Islamabad,0.3327638107158043
2010-12-19,Islamabad,0.33866880203591104
2011-01-01,Islamabad,0.3494427081839633
2011-01-17,Islamabad,0.34277858472266076
2011-02-02,Islamabad,0.3760770068328765
2011-02-18,Islamabad,0.4161018175253631
2011-03-06,Islamabad,0.4167220449928303
2011-03-22,Islamabad,0.4432983826859663
2011-04-07,Islamabad,0.4398653611840639
2011-04-23,Islamabad,0.3883417759166682
2011-05-09,Islamabad,0.33037533126336766
2011-05-25,Islamabad,0.28983085617162474
2011-06-10,Islamabad,0.28678811761538003
2011-06-26,Islamabad,0.3549628866603152
2011-07-12,Islamabad,0.4204576778250438
2011-07-28,Islamabad,0.530740294545382
2011-08-13,Islamabad,0.5600737753440072
2011-08-29,Islamabad,0.5353104821288149
2011-09-14,Islamabad,0.4955410110356464
2011-09-30,Islamabad,0.4203067325281978
2011-10-16,Islamabad,0.39833136283948267
2011-11-01,Islamabad,0.4019621375632735
2011-11-17,Islamabad,0.37146826248535814
2011-12-03,Islamabad,0.36398207970799634
2011-12-19,Islamabad,0.3313786324744342
2012-01-01,Islamabad,0.3463366467092651
2012-01-17,Islamabad,0.32907336693539535
2012-02-02,Islamabad,0.3487360612943743
2012-02-18,Islamabad,0.3553128707079731
2012-03-05,Islamabad,0.34252533278967373
2012-03-21,Islamabad,0.3531404532708274
2012-04-06,Islamabad,0.35455364901148384
2012-04-22,Islamabad,0.3399114151240385
2012-05-08,Islamabad,0.2963086926091893
2012-05-24,Islamabad,0.25177406475810427
2012-06-09,Islamabad,0.23880506536731394
2012-06-25,Islamabad,0.23195427213637343
2012-07-11,Islamabad,0.3317098289722427
2012-07-27,Islamabad,0.4056804459498644
2012-08-12,Islamabad,0.4472863987798689
2012-08-28,Islamabad,0.5011730795250195
2012-09-13,Islamabad,0.5219989793198172
