Date,Location,NDVI_Mean
2010-01-01,Jhang,0.4034644443269597
2010-01-17,Jhang,0.5055101663526893
2010-02-02,Jhang,0.5482183177908586
2010-02-18,Jhang,0.5642050208787278
2010-03-06,Jhang,0.6247357371205502
2010-03-22,Jhang,0.43101976717257307
2010-04-07,Jhang,0.3479275169501564
2010-04-23,Jhang,0.258779290450758
2010-05-09,Jhang,0.21892882286331994
2010-05-25,Jhang,0.20590742799744535
2010-06-10,Jhang,0.22854554590405823
2010-06-26,Jhang,0.31074463663274116
2010-07-12,Jhang,0.32123900133626965
2010-07-28,Jhang,0.3720064134981834
2010-08-13,Jhang,0.3963086826237895
2010-08-29,Jhang,0.3957212791744665
2010-09-14,Jhang,0.43567712488576943
2010-09-30,Jhang,0.38102904153599265
2010-10-16,Jhang,0.34440225717403433
2010-11-01,Jhang,0.3492244387212101
2010-11-17,Jhang,0.34195380173368845
2010-12-03,Jhang,0.3161054375450167
2010-12-19,Jhang,0.3566559151785275
2011-01-01,Jhang,0.3838537090554005
2011-01-17,Jhang,0.47701206705357063
2011-02-02,Jhang,0.5889275346791859
2011-02-18,Jhang,0.6281495129518501
2011-03-06,Jhang,0.6122305574146479
2011-03-22,Jhang,0.542548653373404
2011-04-07,Jhang,0.391262464139515
2011-04-23,Jhang,0.2982565751717328
2011-05-09,Jhang,0.24702476881578622
2011-05-25,Jhang,0.2266492200750632
2011-06-10,Jhang,0.2656309087544836
2011-06-26,Jhang,0.3150484125922657
2011-07-12,Jhang,0.3525172494848443
2011-07-28,Jhang,0.36761220905941605
2011-08-13,Jhang,0.4094538803716636
2011-08-29,Jhang,0.46121472190996704
2011-09-14,Jhang,0.46391668100780176
2011-09-30,Jhang,0.4532254140198518
2011-10-16,Jhang,0.40905836196732337
2011-11-01,Jhang,0.3756612704888923
2011-11-17,Jhang,0.3499998938398721
2011-12-03,Jhang,0.3490294908225028
2011-12-19,Jhang,0.3370873162910797
2012-01-01,Jhang,0.39946238349790253
2012-01-17,Jhang,0.43880763166418796
2012-02-02,Jhang,0.49211247647541845
2012-02-18,Jhang,0.48657799068439117
2012-03-05,Jhang,0.48643663088681843
2012-03-21,Jhang,0.4132894842127084
2012-04-06,Jhang,0.36368554982378803
2012-04-22,Jhang,0.2686700184969193
2012-05-08,Jhang,0.23961449606595223
2012-05-24,Jhang,0.2290547971784854
2012-06-09,Jhang,0.23598536115395052
2012-06-25,Jhang,0.2791468403147227
2012-07-11,Jhang,0.3417937071418058
2012-07-27,Jhang,0.3528117061531159
2012-08-12,Jhang,0.3961042075758456
2012-08-28,Jhang,0.42473394898006167
2012-09-13,Jhang,0.45482706521211563
2012-09-29,Jhang,0.42761430267989475
2012-10-15,Jhang,0.42368561383279457
2012-10-31,Jhang,0.3883930908009006
2012-11-16,Jhang,0.36123269235171546
2012-12-02,Jhang,0.35418638414002707
2012-12-18,Jhang,0.3962853061366315
2013-01-01,Jhang,0.40829750970045364
2013-01-17,Jhang,0.4714883221735493
2013-02-02,Jhang,0.5806074718210319
2013-02-18,Jhang,0.6291290188303276
2013-03-06,Jhang,0.624419627141718
2013-03-22,Jhang,0.5762246587585214
2013-04-07,Jhang,0.34875908172552866
2013-04-23,Jhang,0.3040074202024832
2013-05-09,Jhang,0.25321204959073484
2013-05-25,Jhang,0.2350901794989238
2013-06-10,Jhang,0.2953075688443488
2013-06-26,Jhang,0.3140847148757609
2013-07-12,Jhang,0.3457260656330782
2013-07-28,Jhang,0.3778945019981924
2013-08-13,Jhang,0.3712530051314673
2013-08-29,Jhang,0.37667710899892526
2013-09-14,Jhang,0.38399678352225397
2013-09-30,Jhang,0.4022008798394435
2013-10-16,Jhang,0.37088847781582385
2013-11-01,Jhang,0.3496084040251622
2013-11-17,Jhang,0.33893475557498753
2013-12-03,Jhang,0.33937530974240526
2013-12-19,Jhang,0.3930823703706071
2014-01-01,Jhang,0.4287893166313356
2014-01-17,Jhang,0.49935456652233473
2014-02-02,Jhang,0.5936301787661311
2014-02-18,Jhang,0.6264068281553373
2014-03-06,Jhang,0.589453934737779
2014-03-22,Jhang,0.5566796685370651
2014-04-07,Jhang,0.4072570312589403
2014-04-23,Jhang,0.2958360744463719
2014-05-09,Jhang,0.26094127316980326
2014-05-25,Jhang,0.22810575176147357
2014-06-10,Jhang,0.22395764358789508
2014-06-26,Jhang,0.2735002078774041
2014-07-12,Jhang,0.28838031492894417
2014-07-28,Jhang,0.35276906607455727
2014-08-13,Jhang,0.3839209551036472
2014-08-29,Jhang,0.40797435929625475
2014-09-14,Jhang,0.352406121375227
2014-09-30,Jhang,0.37090412465823247
2014-10-16,Jhang,0.37261641984005345
2014-11-01,Jhang,0.37599783017557004
2014-11-17,Jhang,0.3137163511305805
2014-12-03,Jhang,0.31860873646597493
2014-12-19,Jhang,0.3581264507012355
2015-01-01,Jhang,0.43670197832500196
2015-01-17,Jhang,0.47429328457987446
2015-02-02,Jhang,0.5738262344987998
2015-02-18,Jhang,0.63038486644331
2015-03-06,Jhang,0.6094331912633871
2015-03-22,Jhang,0.5123106194620447
2015-04-07,Jhang,0.373035700113664
2015-04-23,Jhang,0.2632793727538955
2015-05-09,Jhang,0.24881945836613636
2015-05-25,Jhang,0.2552749380885143
