Date,Location,precipitation_mm,soil_moisture,temp_2m,sea_level_pressure
2010-01-01,Jhang,0.0,0.12351139058360358,288.4007293336403,101648.51839119743
2010-01-02,Jhang,0.0,0.1233823165448685,287.578756230673,101811.52968139092
2010-01-03,Jhang,0.0,0.13406417086628886,285.8918406330197,101917.60841255814
2010-01-04,Jhang,0.0,0.13676705177675097,285.2962615915409,101804.09411496427
2010-01-05,Jhang,0.0,0.13589921637763333,285.85606873347336,101388.81189830926
2010-01-06,Jhang,0.0,0.13514169874734194,285.29028066760094,101563.04849390355
2010-01-07,Jhang,0.0,0.13505358812076568,284.0452871162233,101880.46059597132
2010-01-08,Jhang,0.0,0.13466662849080738,284.15533589579076,101817.71300089108
2010-01-09,Jhang,0.0,0.13386431307908753,285.27240341887506,101727.13286964082
2010-01-10,Jhang,0.0,0.13299077037735973,285.955713685421,101763.24975037074
2010-01-11,Jhang,0.0,0.13218841437873866,285.6972264542475,101748.99323578484
2010-01-12,Jhang,0.2671288459676434,0.13229719449545713,284.50105323327773,101686.25337368132
2010-01-13,Jhang,0.0,0.13277061219652392,284.4920426725864,101935.49178014082
2010-01-14,Jhang,1.9497012276130994,0.13213621064502745,285.61132803345424,102352.31911543821
2010-01-15,Jhang,0.0,0.1314907126690437,286.9250824259147,102278.62708682669
2010-01-16,Jhang,0.0,0.1308674940517071,287.4864371005939,102193.50265639221
2010-01-17,Jhang,0.0,0.13025840139030648,287.42476695606086,102119.45922485371
2010-01-18,Jhang,0.0,0.129786593257736,286.31878209488247,102090.74859517723
2010-01-19,Jhang,0.0,0.129795794398229,285.2995841616153,101912.96638220861
2010-01-20,Jhang,0.0,0.12950937173679594,286.68218063676295,101980.01354528297
2010-01-21,Jhang,0.017506234013575015,0.12903744237925205,288.217947180702,101789.77974722139
2010-01-22,Jhang,0.0,0.12853095027529232,288.92723517169486,101669.49075897812
2010-01-23,Jhang,0.0,0.1280832183181985,288.49967860720153,101666.34162736146
2010-01-24,Jhang,0.8126110265415611,0.12783479414650836,288.47850520177354,101560.06685244903
